name,subname,accuracy,rmse,mae,crossval_accuracy,crossval_accuracy_stnd_dev,timetotrain(fitting)
Support Vector Machine,LinearSVC+CrammerSinger,0.35947712418300654,1.4640522875816993,0.9150326797385621,[0.51612903 0.16129032 0.25806452 0.36666667 0.26666667],0.12026563269369477,135.33604860305786
Fit,Precision,Recall,f1-score,support
0,0.33783783783783783,0.49019607843137253,0.4,51.0
1,0.4358974358974359,0.3333333333333333,0.37777777777777777,51.0
2,0.325,0.2549019607843137,0.28571428571428575,51.0
accuracy,0.35947712418300654,0.35947712418300654,0.35947712418300654,0.35947712418300654
macro avg,0.36624509124509125,0.35947712418300654,0.3544973544973545,153.0
weighted avg,0.3662450912450912,0.35947712418300654,0.35449735449735453,153.0
Decision Tree Classifier,max_depth= 2,0.3137254901960784,1.3137254901960784,0.8954248366013072,0.3473118279569892,0.07156477442411441,0.01105499267578125
Fit,Precision,Recall,f1-score,support
0,0.26666666666666666,0.23529411764705882,0.25,51.0
1,0.3472222222222222,0.49019607843137253,0.40650406504065045,51.0
2,0.3055555555555556,0.21568627450980393,0.25287356321839083,51.0
accuracy,0.3137254901960784,0.3137254901960784,0.3137254901960784,0.3137254901960784
macro avg,0.3064814814814815,0.3137254901960784,0.30312587608634706,153.0
weighted avg,0.30648148148148147,0.3137254901960784,0.3031258760863471,153.0
K-Nearest Neighbor,k= 1,0.33986928104575165,1.4444444444444444,0.9215686274509803,0.4120430107526881,0.07814001503300538,0.14576077461242676
Fit,Precision,Recall,f1-score,support
0,0.3275862068965517,0.37254901960784315,0.3486238532110092,51.0
1,0.391304347826087,0.35294117647058826,0.3711340206185567,51.0
2,0.30612244897959184,0.29411764705882354,0.30000000000000004,51.0
accuracy,0.33986928104575165,0.33986928104575165,0.33986928104575165,0.33986928104575165
macro avg,0.34167100123407684,0.3398692810457517,0.33991929127652193,153.0
weighted avg,0.3416710012340769,0.33986928104575165,0.339919291276522,153.0
K-Nearest Neighbor,k= 3,0.38562091503267976,1.3790849673202614,0.869281045751634,0.32731182795698927,0.0572770174094341,0.09057807922363281
Fit,Precision,Recall,f1-score,support
0,0.34375,0.43137254901960786,0.3826086956521739,51.0
1,0.46153846153846156,0.47058823529411764,0.46601941747572817,51.0
2,0.35135135135135137,0.2549019607843137,0.29545454545454547,51.0
accuracy,0.38562091503267976,0.38562091503267976,0.38562091503267976,0.38562091503267976
macro avg,0.3855466042966043,0.3856209150326797,0.38136088619414915,153.0
weighted avg,0.3855466042966043,0.38562091503267976,0.38136088619414915,153.0
K-Nearest Neighbor,k= 5,0.37254901960784315,1.5098039215686274,0.9215686274509803,0.28215053763440856,0.07195983000903276,0.15242505073547363
Fit,Precision,Recall,f1-score,support
0,0.3076923076923077,0.39215686274509803,0.3448275862068966,51.0
1,0.5,0.47058823529411764,0.48484848484848486,51.0
2,0.325,0.2549019607843137,0.28571428571428575,51.0
accuracy,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.37254901960784315
macro avg,0.37756410256410255,0.37254901960784315,0.3717967855898891,153.0
weighted avg,0.3775641025641026,0.37254901960784315,0.371796785589889,153.0
K-Nearest Neighbor,k= 7,0.39869281045751637,1.4836601307189543,0.8954248366013072,0.37290322580645163,0.09075014010589941,0.14437389373779297
Fit,Precision,Recall,f1-score,support
0,0.34328358208955223,0.45098039215686275,0.38983050847457623,51.0
1,0.5476190476190477,0.45098039215686275,0.49462365591397855,51.0
2,0.3409090909090909,0.29411764705882354,0.3157894736842105,51.0
accuracy,0.39869281045751637,0.39869281045751637,0.39869281045751637,0.39869281045751637
macro avg,0.4106039068725636,0.3986928104575163,0.40008121269092173,153.0
weighted avg,0.41060390687256365,0.39869281045751637,0.40008121269092173,153.0
K-Nearest Neighbor,k= 9,0.39869281045751637,1.4052287581699345,0.869281045751634,0.36645161290322575,0.06581628993854133,0.11722159385681152
Fit,Precision,Recall,f1-score,support
0,0.36231884057971014,0.49019607843137253,0.4166666666666667,51.0
1,0.5,0.43137254901960786,0.4631578947368421,51.0
2,0.35,0.27450980392156865,0.3076923076923077,51.0
accuracy,0.39869281045751637,0.39869281045751637,0.39869281045751637,0.39869281045751637
macro avg,0.4041062801932367,0.3986928104575164,0.39583895636527217,153.0
weighted avg,0.4041062801932367,0.39869281045751637,0.39583895636527217,153.0
K-Nearest Neighbor,k= 11,0.39215686274509803,1.3137254901960784,0.8431372549019608,0.3597849462365591,0.048382795507748835,0.11318373680114746
Fit,Precision,Recall,f1-score,support
0,0.37681159420289856,0.5098039215686274,0.4333333333333333,51.0
1,0.4318181818181818,0.37254901960784315,0.4,51.0
2,0.375,0.29411764705882354,0.3296703296703296,51.0
accuracy,0.39215686274509803,0.39215686274509803,0.39215686274509803,0.39215686274509803
macro avg,0.39454325867369344,0.39215686274509803,0.3876678876678876,153.0
weighted avg,0.3945432586736935,0.39215686274509803,0.3876678876678876,153.0
K-Nearest Neighbor,k= 13,0.3660130718954248,1.3398692810457515,0.869281045751634,0.3531182795698925,0.06085907518215196,0.09315800666809082
Fit,Precision,Recall,f1-score,support
0,0.35384615384615387,0.45098039215686275,0.39655172413793105,51.0
1,0.3958333333333333,0.37254901960784315,0.38383838383838387,51.0
2,0.35,0.27450980392156865,0.3076923076923077,51.0
accuracy,0.3660130718954248,0.3660130718954248,0.3660130718954248,0.3660130718954248
macro avg,0.36655982905982903,0.36601307189542487,0.3626941385562075,153.0
weighted avg,0.366559829059829,0.3660130718954248,0.3626941385562075,153.0
K-Nearest Neighbor,k= 15,0.3660130718954248,1.4379084967320261,0.9019607843137255,0.3464516129032258,0.025970802820560045,0.14197397232055664
Fit,Precision,Recall,f1-score,support
0,0.35714285714285715,0.5882352941176471,0.4444444444444445,51.0
1,0.42857142857142855,0.29411764705882354,0.3488372093023256,51.0
2,0.3235294117647059,0.21568627450980393,0.2588235294117647,51.0
accuracy,0.3660130718954248,0.3660130718954248,0.3660130718954248,0.3660130718954248
macro avg,0.3697478991596639,0.36601307189542487,0.3507017277195115,153.0
weighted avg,0.36974789915966383,0.3660130718954248,0.3507017277195116,153.0
K-Nearest Neighbor,k= 17,0.38562091503267976,1.3790849673202614,0.869281045751634,0.3466666666666667,0.02866433534390071,0.0951533317565918
Fit,Precision,Recall,f1-score,support
0,0.3625,0.5686274509803921,0.4427480916030534,51.0
1,0.4411764705882353,0.29411764705882354,0.3529411764705882,51.0
2,0.38461538461538464,0.29411764705882354,0.33333333333333337,51.0
accuracy,0.38562091503267976,0.38562091503267976,0.38562091503267976,0.38562091503267976
macro avg,0.3960972850678733,0.38562091503267976,0.3763408671356583,153.0
weighted avg,0.3960972850678733,0.38562091503267976,0.37634086713565834,153.0
K-Nearest Neighbor,k= 19,0.37254901960784315,1.392156862745098,0.8823529411764706,0.36580645161290326,0.05819340533563707,0.16312527656555176
Fit,Precision,Recall,f1-score,support
0,0.35064935064935066,0.5294117647058824,0.421875,51.0
1,0.425,0.3333333333333333,0.37362637362637363,51.0
2,0.3611111111111111,0.2549019607843137,0.29885057471264365,51.0
accuracy,0.37254901960784315,0.37254901960784315,0.37254901960784315,0.37254901960784315
macro avg,0.37892015392015393,0.37254901960784315,0.3647839827796724,153.0
weighted avg,0.37892015392015393,0.37254901960784315,0.3647839827796724,153.0
Naive Bayes Classifier,N/A,0.3202614379084967,1.542483660130719,0.9673202614379085,0.32731182795698927,0.06080205435551757,0.006059885025024414
Fit,Precision,Recall,f1-score,support
0,0.2898550724637681,0.39215686274509803,0.3333333333333333,51.0
1,0.4,0.35294117647058826,0.37500000000000006,51.0
2,0.28205128205128205,0.21568627450980393,0.24444444444444446,51.0
accuracy,0.3202614379084967,0.3202614379084967,0.3202614379084967,0.3202614379084967
macro avg,0.32396878483835007,0.32026143790849676,0.3175925925925926,153.0
weighted avg,0.3239687848383501,0.3202614379084967,0.3175925925925926,153.0
